Key,English,Vietnamese,Brazil,Turkish,German,France,Indonesian,Spanish,Russian,Korean,Japanese,Hindi,Ukrainian,Italian,Giải thích
ui_goldchest_des2,"After {0} open, guaranteed <color=#{1}>Epic</color> Equipment","Sau {0} lần mở, chắc chắn nhận được trang bị <color=#{1}>Sử thi</color>","Após {0} aberturas, Equipamento <color=#{1}>Épico</color> garantido","{0} açılıştan sonra, garantili <color=#{1}>Epik</color> Ekipman",Nach {0} Öffnungen garantiert <color=#{1}>epische</color> Ausrüstung,"Après {0} ouvertures, Équipement <color=#{1}>Épique</color> garanti","Setelah {0} kali buka, dijamin Peralatan <color=#{1}>Epic</color>","Tras {0} aperturas, equipo <color=#{1}>Épico</color> garantizado",После {0} открытий гарантировано <color=#{1}>эпическое</color> снаряжение,{0}회 오픈 후 <color=#{1}>에픽</color> 장비 확정,{0}回オープン後、<color=#{1}>エピック</color>装備確定,"{0} बार खोलने के बाद, <color=#{1}>एपिक</color> उपकरण की गारंटी",Після {0} відкриттів гарантовано <color=#{1}>епічне</color> спорядження,"Dopo {0} aperture, Equipaggiamento <color=#{1}>Epico</color> garantito",
ui_chest_chances_des,Probability without guaranteed drops,Tỉ lệ ra trang bị khi không có cơ chế bảo hiểm,Probabilidade sem drops garantidos,Garantili düşme içermeyen olasılık,Wahrscheinlichkeit ohne garantierte Drops,Probabilité sans butins garantis,Probabilitas tanpa drop terjamin,Probabilidad sin botín garantizado,Вероятность без гарантированного выпадения,확정 드롭 없는 확률,確定ドロップなしの確率,बिना गारंटी वाले ड्रॉप के बिना प्रायिकता,Ймовірність без гарантованого випадіння,Probabilità senza drop garantiti,
ui_chest_chances,Drop Chance,Tỉ lệ ra đồ,Chance de Drop,Düşme Şansı,Drop-Chance,Chance de drop,Peluang Drop,Probabilidad de drop,Шанс выпадения,드랍 확률,ドロップ率,ड्रॉप की संभावना,Шанс випадіння,Probabilità di rilascio,
ui_chest,Chests,Rương,Baús,Sandıklar,Truhen,Coffres,Peti,Cofres,Сундуки,상자들,宝箱,संदूक,Скрині,Forzieri,
ui_free_in,Free in {0},Miễn phí sau {0},Grátis em {0},{0} içinde ücretsiz,Kostenlos in {0},Gratuit dans {0},Gratis dalam {0},Gratis en {0},Бесплатно через {0},{0} 후 무료,{0}後に無料,{0} में मुफ़्त,Безкоштовно через {0},Gratis tra {0},
ui_utility_inactive,Inactive,Chưa Kích Hoạt,Inativo,Pasif,Inaktiv,Inactif,Tidak aktif,Inactivo,Неактивен,비활성,非アクティブ,निष्क्रिय,Неактивний,Inattivo,
ui_utility_actived,Actived,Đã Kích Hoạt,Ativado,Etkinleştirildi,Aktiviert,Activé,Diaktifkan,Activado,Активировано,활성화됨,有効,सक्रिय,Активовано,Attivato,
ui_utility_unlock_1,Unlocked at <color=#F2F14C>Chapter {0}</color> <color=#F2F14C> {1}</color>,Mở khóa tại <color=#F2F14C>Chương {0}</color> <color=#F2F14C> {1}</color>,Desbloqueado no <color=#F2F14C>Capítulo {0}</color> <color=#F2F14C> {1}</color>,<color=#F2F14C>Bölüm {0}</color> <color=#F2F14C> {1}</color>'de açılır,Freigeschaltet ab <color=#F2F14C>Kapitel {0}</color> <color=#F2F14C> {1}</color>,Débloqué au <color=#F2F14C>Chapitre {0}</color> <color=#F2F14C> {1}</color>,Terbuka pada <color=#F2F14C>Bab {0}</color> <color=#F2F14C> {1}</color>,Desbloqueado en el <color=#F2F14C>Capítulo {0}</color> <color=#F2F14C> {1}</color>,Открывается в <color=#F2F14C>Главе {0}</color> <color=#F2F14C> {1}</color>,<color=#F2F14C>챕터 {0}</color> <color=#F2F14C> {1}</color>에서 해제됨,<color=#F2F14C>第{0}章</color> <color=#F2F14C> {1}</color>で解放,<color=#F2F14C>अध्याय {0}</color> <color=#F2F14C> {1}</color> पर अनलॉक,Відкривається у <color=#F2F14C>Розділі {0}</color> <color=#F2F14C> {1}</color>,Sbloccato al <color=#F2F14C>Capitolo {0}</color> <color=#F2F14C> {1}</color>,
ui_utility_level,Level {0},Cấp {0},Nível {0},Seviye {0},Level {0},Niveau {0},Level {0},Nivel {0},Уровень {0},레벨 {0},レベル {0},स्तर {0},Рівень {0},Livello {0},
ui_buff_income,Economy,Thu Nhập,Economia,Ekonomi,Wirtschaft,Économie,Ekonomi,Economía,Экономика,경제,経済,अर्थव्यवस्था,Економіка,Economia,
ui_buff_fire_rate,Fire Rate,Tốc Bắn,Cadência de Tiro,Atış Hızı,Feuerrate,Cadence de tir,Laju Tembak,Cadencia de tiro,Скорострельность,발사 속도,発射速度,मारक दर,Скорострільність,Cadenza di fuoco,
ui_buff_fire_range,Fire Range,Tầm Bắn,Alcance de disparo,Atış Menzili,Schussreichweite,Portée de tir,Jarak Tembak,Alcance de disparo,Дальность стрельбы,사거리,射程,फायरिंग रेंज,Дальність вогню,Gittata,
ui_buff_add_soldier,Add Soldier,Thêm Lính,Adicionar Soldado,Asker Ekle,Soldat hinzufügen,Ajouter un soldat,Tambah Prajurit,Añadir soldado,Добавить солдата,병사 추가,兵士を追加,सैनिक जोड़ें,Додати солдата,Aggiungi soldato,
ui_buff_crit_rate,Crit Rate,Chí Mạng,Taxa de Crítico,Kritik Oranı,Krit. Trefferchance,Taux Critique,Tingkat Kritikal,Prob. Crítico,Шанс крита,치명타 확률,会心率,क्रिट रेट,Шанс крит. удару,Tasso di critico,
ui_buff_chain_rate,Chain Rate,Tỉ Lệ Bắn Chuỗi,Taxa de Corrente,Zincir Oranı,Kettenrate,Taux de chaîne,Tingkat Rantai,Tasa de cadena,Частота цепочек,체인 비율,チェイン率,श्रृंखला दर,Коефіцієнт ланцюга,Tasso di catena,
ui_buff_chain_count,Chain Count,Số Phát Chuỗi,Contagem de correntes,Zincir sayısı,Kettenanzahl,Nombre de chaînes,Jumlah rantai,Recuento de cadenas,Количество цепочек,체인 수,チェイン数,श्रृंखला गणना,Кількість ланцюжків,Conteggio catene,
ui_buff_upgrade_discount,Upgrade Discount,Giảm Giá Nâng Cấp,Desconto de Upgrade,Yükseltme İndirimi,Upgrade-Rabatt,Remise de mise à niveau,Diskon Peningkatan,Descuento de actualización,Скидка на обновление,업그레이드 할인,アップグレード割引,अपग्रेड छूट,Знижка на оновлення,Sconto per l'upgrade,
ui_buff_ability_discount,Ability Discount ,Giảm Giá Kỹ Năng,Desconto de Habilidade,Yetenek İndirimi,Fähigkeitsrabatt,Réduction de capacité,Diskon Kemampuan,Descuento de habilidad,Скидка на способности,능력 할인,アビリティ割引,क्षमता छूट,Знижка на здібності,Sconto abilità,
ui_buff_damage,Damage,Sát Thương,Dano,Hasar,Schaden,Dégâts,Kerusakan,Daño,Урон,피해,ダメージ,क्षति,Шкода,Danno,
ui_buff_crit_damage,Crit Damage,S.T Chí Mạng,Dano Crítico,Kritik Hasar,Kritischer Schaden,Dégâts critiques,Damage Kritis,Daño crítico,Критический урон,치명타 피해,会心ダメージ,क्रिटिकल डैमेज,Критична шкода,Danno critico,
ui_buff_weakness,Vulnerable Tower,Suy Yếu,Torre Vulnerável,Savunmasız Kule,Verwundbarer Turm,Tour vulnérable,Menara Rentan,Torre vulnerable,Уязвимая башня,취약한 타워,脆弱な塔,असुरक्षित मीनार,Вразлива вежа,Torre vulnerabile,
ui_buff_diamond_cap,Diamond Capacity,Quặng Kim Cương,Capacidade de Diamantes,Elmas Kapasitesi,Diamantenkapazität,Capacité de diamants,Kapasitas Berlian,Capacidad de diamantes,Вместимость алмазов,다이아몬드 용량,ダイヤモンド容量,हीरे की क्षमता,Місткість алмазів,Capacità diamanti,
ui_buff_cash_cap,Cash Pile,Cọc Tiền,Pilha de dinheiro,Para Yığını,Geldstapel,Pile d'argent,Tumpukan Uang,Montón de efectivo,Пачка денег,현금 뭉치,現金の山,नकदी का ढेर,Купа грошей,Mucchio di contanti,
ui_buff_diamond_break,Diamond Break,Phá Quặng K.C,Quebra de diamante,Elmas Kırılışı,Diamantbruch,Rupture de diamant,Pecahan Berlian,Ruptura de diamante,Разрушение алмаза,다이아몬드 브레이크,ダイヤモンド・ブレイク,डायमंड ब्रेक,Руйнування алмазу,Rottura del diamante,
ui_buff_cash_break,Cash Break,Phá Cọc Tiền,Intervalo de Dinheiro,Nakit Molası,Geldpause,Pause Cash,Istirahat Tunai,Pausa de dinero,Денежный перерыв,캐시 브레이크,キャッシュブレイク,कैश ब्रेक,Грошова перерва,Pausa contanti,
ui_buff_x2_diamond,X2 Diamond,Nhân Đôi K.C,X2 Diamante,X2 Elmas,X2 Diamant,X2 Diamant,X2 Berlian,X2 Diamante,X2 Алмаз,X2 다이아몬드,X2 ダイヤモンド,X2 हीरा,X2 Алмаз,X2 Diamante,
ui_buff_x2_cash,X2 Cash,Nhận Đôi Tiền,Dinheiro x2,x2 Nakit,2x Bargeld,Argent x2,Uang x2,Dinero x2,x2 Наличные,현금 2배,現金2倍,2 गुना नकद,x2 Гроші,Soldi x2,
ui_buff_fire_rate_des,Increase Fire Rate by <color=yellow> {0}% </color>,Tăng Tốc Bắn thêm <color=yellow> {0}% </color>,Aumentar a Cadência de Tiro em <color=yellow> {0}% </color>,Atış Hızını %{0} artır,Feuerrate um <color=yellow> {0}% </color> erhöhen,Augmenter la cadence de tir de <color=yellow> {0}% </color>,Tingkatkan Laju Tembakan sebesar <color=yellow> {0}% </color>,Aumentar la cadencia de fuego un <color=yellow> {0}% </color>,Увеличить скорострельность на <color=yellow> {0}% </color>,발사 속도 <color=yellow> {0}% </color> 증가,連射速度を<color=yellow> {0}% </color>向上,फायर रेट को <color=yellow> {0}% </color> बढ़ाएँ,Збільшити скорострільність на <color=yellow> {0}% </color>,Aumenta la cadenza di fuoco del <color=yellow> {0}% </color>,
ui_buff_fire_range_des,Increase Fire Range by <color=yellow> {0}% </color>,Tăng Tầm Bắn thêm <color=yellow> {0}% </color>,Aumentar o Alcance de Fogo em <color=yellow> {0}% </color>,Ateş Menzilini <color=yellow> {0}% </color> artır,Feuerreichweite um <color=yellow> {0}% </color> erhöhen,Augmenter la portée de tir de <color=yellow> {0}% </color>,Tingkatkan Jarak Tembak sebesar <color=yellow> {0}% </color>,Aumentar el alcance de disparo un <color=yellow> {0}% </color>,Увеличить дальность стрельбы на <color=yellow> {0}% </color>,사격 거리 <color=yellow> {0}% </color> 증가,射程を<color=yellow> {0}% </color>増加,फायर रेंज को <color=yellow> {0}% </color> बढ़ाएँ,Збільшити дальність стрільби на <color=yellow> {0}% </color>,Aumenta la gittata di fuoco del <color=yellow> {0}% </color>,
ui_buff_add_soldier_des,You will receive <color=yellow> {0} </color> extra soldiers,Bạn sẽ nhận thêm <color=yellow> {0} </color> lính,Você receberá <color=yellow> {0} </color> soldados extras,<color=yellow> {0} </color> ekstra asker alacaksınız,Sie erhalten <color=yellow> {0} </color> zusätzliche Soldaten,Vous recevrez <color=yellow> {0} </color> soldats supplémentaires,Anda akan menerima <color=yellow> {0} </color> prajurit tambahan,Recibirás <color=yellow> {0} </color> soldados adicionales,Вы получите <color=yellow> {0} </color> дополнительных солдат,<color=yellow> {0} </color>명의 추가 병사를 받게 됩니다,<color=yellow> {0} </color>人の追加兵士を受け取ります,आपको <color=yellow> {0} </color> अतिरिक्त सैनिक मिलेंगे,Ви отримаєте <color=yellow> {0} </color> додаткових солдатів,Riceverai <color=yellow> {0} </color> soldati extra,
ui_buff_crit_rate_des,Increase Crit Rate by <color=yellow> {0}% </color>,Tăng thêm <color=yellow> {0}% </color> tỉ lệ chí mạng.,Aumenta a Taxa Crítica em <color=yellow> {0}% </color>,Kritik Oranını %{0} artırır,Erhöht die Krit-Rate um <color=yellow> {0}% </color>,Augmente le taux de critique de <color=yellow> {0}% </color>,Meningkatkan Crit Rate sebesar <color=yellow> {0}% </color>,Aumenta la Probabilidad de Crítico un <color=yellow> {0}% </color>,Увеличивает шанс крит. удара на <color=yellow> {0}% </color>,치명타 확률 <color=yellow> {0}% </color> 증가,会心率が<color=yellow> {0}% </color>増加,क्रिटिकल रेट को <color=yellow> {0}% </color> बढ़ाएं,Збільшує шанс критичного удару на <color=yellow> {0}% </color>,Aumenta il tasso di critico del <color=yellow> {0}% </color>,
ui_buff_chain_rate_des,Increase Chain Rate by <color=yellow> {0}% </color>,Tăng thêm <color=yellow> {0}% </color> tỉ lệ bắn ra chuỗi.,Aumenta a taxa de combo em <color=yellow> {0}% </color>,Kombo oranını <color=yellow> {0}% </color> artırır,Erhöht die Kettenrate um <color=yellow> {0}% </color>,Augmente le taux de combo de <color=yellow> {0}% </color>,Tingkatkan Tingkat Rantai sebesar <color=yellow> {0}% </color>,Aumenta la tasa de combo un <color=yellow> {0}% </color>,Увеличивает шанс цепочки на <color=yellow> {0}% </color>,체인 확률 <color=yellow> {0}% </color> 증가,チェイン率を<color=yellow> {0}% </color>増加,चेन दर को <color=yellow> {0}% </color> बढ़ाएं,Збільшує частоту ланцюжка на <color=yellow> {0}% </color>,Aumenta il tasso di combo del <color=yellow> {0}% </color>,
ui_buff_chain_count_des,Your Chance Shot will shoot <color=yellow> {0} </color> shots.,Kỹ năng Bắn Chuỗi sẽ bắn ra <color=yellow> {0} </color> phát.,Seu Tiro de Sorte disparará <color=yellow> {0} </color> tiros.,Şans Atışın <color=yellow> {0} </color> atış yapacak.,Dein Glücksschuss feuert <color=yellow> {0} </color> Schüsse ab.,Votre Tir Chanceux tirera <color=yellow> {0} </color> coups.,Tembakan Peluang Anda akan menembakkan <color=yellow> {0} </color> tembakan.,Tu Tiro de Suerte disparará <color=yellow> {0} </color> disparos.,Ваш Шансовый выстрел сделает <color=yellow> {0} </color> выстрелов.,당신의 찬스 샷은 <color=yellow> {0} </color>발의 샷을 쏩니다.,チャンスショットは<color=yellow> {0} </color>回発射されます。,आपका चांस शॉट <color=yellow> {0} </color> शॉट मारेगा।,Ваш Шансовий постріл зробить <color=yellow> {0} </color> пострілів.,Il tuo Tiro Fortunato sparerà <color=yellow> {0} </color> colpi.,
ui_buff_upgrade_discount_des,Reduces Main Menu upgrade costs by <color=yellow> {0}% </color>,Nâng cấp ở màn hình chính giảm <color=yellow> {0}% </color>,Reduz os custos de melhoria do Menu Principal em <color=yellow> {0}% </color>,Ana Menü yükseltme maliyetlerini <color=yellow> {0}% </color> oranında azaltır,Reduziert die Upgrade-Kosten im Hauptmenü um <color=yellow> {0}% </color>,Réduit les coûts d'amélioration du menu principal de <color=yellow> {0}% </color>,Mengurangi biaya peningkatan Menu Utama sebesar <color=yellow> {0}% </color>,Reduce los costes de mejora del menú principal en un <color=yellow> {0}% </color>,Снижает стоимость улучшений в главном меню на <color=yellow> {0}% </color>,주 메뉴 업그레이드 비용이 <color=yellow> {0}% </color> 감소합니다,メインメニューのアップグレードコストを<color=yellow> {0}% </color>削減します,मुख्य मेनू अपग्रेड लागत को <color=yellow> {0}% </color> कम करता है,Знижує вартість покращень у головному меню на <color=yellow> {0}% </color>,Riduce i costi di potenziamento del menu principale del <color=yellow> {0}% </color>,
ui_buff_ability_discount_des,Ingame ability costs reduced by <color=yellow> {0}% </color>,Giá kỹ năng trong trận giảm <color=yellow> {0}% </color>,Custos de habilidades no jogo reduzidos em <color=yellow> {0}% </color>,Oyun içi yetenek maliyetleri %{0} azaldı,In-Game-Fähigkeitskosten um {0} % reduziert,Coûts des capacités en jeu réduits de {0} %,Biaya kemampuan dalam game berkurang sebesar <color=yellow> {0}% </color>,Costos de habilidades en el juego reducidos en un <color=yellow> {0}% </color>,Стоимость внутриигровых способностей снижена на <color=yellow> {0}% </color>,인게임 스킬 비용이 <color=yellow> {0}% </color> 감소했습니다,ゲーム内アビリティのコストが<color=yellow> {0}% </color>減少,इन-गेम क्षमता लागत <color=yellow> {0}% </color> कम हो गई,Вартість внутрішньоігрових здібностей знижено на <color=yellow> {0}% </color>,Costi delle abilità in gioco ridotti del <color=yellow> {0}% </color>,
